minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
24,Road Runner,0.6115684378185955,30.351176968196263,13.264112808812964,36.41320519767987,3.8702979473546795,27.1558103517837,9.750276171561723,20.207057482907196
24,Foghorn Leghorn,0.604309850110732,32.20013476945277,16.313079923059803,35.92579437724985,6.495614436318086,16.131191535397193,15.820893189751033,32.57419583661965
24,Bugs Bunny,0.6335022620753065,32.320997330985314,16.649970640155573,32.96908815839842,3.4483327666404575,19.599736939133447,13.459715302501802,27.631307978108325
24,Elmer Fudd,0.625633625517755,29.473379777453594,14.894422667050858,35.547755397358664,4.015034571426936,24.242929471643432,17.725168248659198,32.33190705774196
24,Lola Bunny,0.6448678215440918,32.751934333705485,15.143214861740443,37.057207037423154,3.363431475285367,20.705762530516072,18.903222819759527,38.50096998399516
24,Porky Pig,0.6111133838667913,29.40632717197651,14.583783099661837,35.94631529926683,6.469107146353654,20.963038530724933,11.2204792029743,24.29446827761425
24,Tasmanian Devil,0.6172176249010135,24.41986051510607,15.430552265144554,33.44086383094495,4.539653621854556,21.356298479774342,7.988063418894869,17.937108700206068
24,Granny,0.6225409198953251,27.684684253540542,14.386030713237123,36.44954431873864,6.300852560527791,22.23389070055744,14.40471871174121,28.86403074790085
24,Wile E. Coyote,0.623970735817727,30.496818925661838,13.76786305392006,36.51338716455,7.123807478826668,25.729510758983192,15.96926143538848,29.404231601269153
24,Tweety,0.6017987749515549,24.611904565467114,14.11323705118058,34.27911506786491,9.380824877185834,27.8779281606363,13.664472621896122,20.939954179556572
24,Penelope,0.6141256692827775,27.195455682466633,15.389485412208815,26.707880437341878,8.799471243262472,16.66475695781602,7.4043006958648165,15.047422425705768
24,Daffy Duck,0.6257252707805616,28.87231395298779,13.219897218772738,35.66349532957321,5.345959030767752,18.349149821438917,14.752308811059228,32.46830801454006
36,Sylvester,0.6215520934616718,31.560682758287204,16.8402090463451,35.10882199173975,7.334921349576092,16.531864928902714,11.379810935350687,26.08636238127903
36,Marvin the Martian,0.6058973466308306,28.69181772137791,14.256426240870619,34.98366607838967,5.156200589186997,27.84457319732409,13.409488033203894,22.64282034329519
36,Road Runner,0.6167502217388778,27.370236446275214,15.002506549228773,37.54552536856827,7.833418706834173,27.162444017914087,12.710699930923397,23.0283267456961
36,Foghorn Leghorn,0.6179996893494104,33.76460933619095,17.244365260895705,36.14124911044541,5.225077245969823,14.28198650434527,11.624833698556499,28.755579791902733
36,Bugs Bunny,0.6413282941551165,29.946248249867324,15.85244678593382,34.85537790155115,5.184724002725908,18.985265585993083,13.008184981870649,28.735634118141924
36,Elmer Fudd,0.6162601978320672,26.0347764825707,14.106923521852112,35.68651765273023,5.11369357169087,25.59932007035541,13.566845243433368,25.096130704556437
36,Lola Bunny,0.6446366161168563,31.16973545711241,13.198531176086435,37.503842981392545,5.3874379641147705,20.287724148701997,15.565096481119618,34.800912814688346
36,Porky Pig,0.6053576377018568,32.9653504072715,16.161251479173437,34.67598168800749,6.199324680687634,14.978669934592203,16.127082965999268,33.258044556948136
36,Tasmanian Devil,0.6125101775201637,25.973139069244663,16.996904586045822,35.917267852754,4.560967378361293,21.8310858088077,10.44424164418757,21.54042693877006
36,Granny,0.6169465502296444,29.68852765907799,14.200204731172128,33.948425099019886,7.541279747782665,23.293437178142376,14.793590899977819,26.919800192479435
36,Wile E. Coyote,0.6097117721307167,34.98477858464922,14.801344465040486,35.17869632889515,6.260384961704764,18.689418164469895,16.633445672236903,33.15299156913643
36,Tweety,0.6284401060261906,28.615622906645427,13.589245798080329,38.18399951274597,6.035727838462879,24.77496721776438,9.306965559839352,22.190699994858413
36,Penelope,0.6190674410323849,24.798683384368132,15.369280963622133,31.294861569465073,9.114869461154838,16.95877515133356,8.052347869073927,18.490044341196374
36,Daffy Duck,0.6170867190850085,27.09513197541756,14.075517619846892,35.91573271670382,6.1407720306666125,18.120165942220094,14.774893042272954,31.45005419427668
